id,label,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
TEST_0000,5,0.0019557513296604156,0.0005087968311272562,0.0004315492988098413,0.0002719215117394924,0.00547630712389946,0.9913556575775146
TEST_0001,0,0.5200718641281128,0.2777249813079834,0.00769508583471179,0.05401455983519554,0.001753380405716598,0.13874010741710663
TEST_0002,2,0.00025798784918151796,0.014070459641516209,0.9696358442306519,0.001426341594196856,0.014425458386540413,0.0001838854659581557
TEST_0003,5,0.003341942559927702,0.0004792970430571586,0.0003221279475837946,0.0008145137107931077,0.0008562584407627583,0.9941858649253845
TEST_0004,0,0.9743266701698303,0.00040490415995009243,0.000859069696161896,0.004142823163419962,0.019195793196558952,0.0010707559995353222
TEST_0005,4,0.0005109372432343662,0.0005652689724229276,0.002796621760353446,0.00022687709133606404,0.994512140750885,0.0013881749473512173
TEST_0006,2,0.0008049391326494515,0.039007775485515594,0.9252421259880066,0.03379983827471733,0.000978947035036981,0.00016637957014609128
TEST_0007,1,0.007955809123814106,0.548923671245575,0.11088529974222183,0.3265235722064972,0.0005352723528631032,0.0051763588562607765
TEST_0008,4,0.007885847240686417,0.009380605071783066,0.003583309007808566,0.001023313496261835,0.9563479423522949,0.02177896536886692
TEST_0009,2,0.000724334386177361,0.44977501034736633,0.544264018535614,0.00196774466894567,0.0019259456312283874,0.0013429619139060378
TEST_0010,1,0.0001970890152733773,0.9919852018356323,0.00504309544339776,0.000605147797614336,0.00032273950637318194,0.001846712315455079
TEST_0011,2,0.000372511480236426,0.03310620039701462,0.9487502574920654,0.0017380459466949105,0.01574046164751053,0.00029251480009406805
TEST_0012,1,0.0006053932011127472,0.9170409440994263,0.07722590118646622,0.00174048135522753,0.002358493395149708,0.001028767554089427
TEST_0013,0,0.9917227029800415,0.0005552152288146317,8.840920054353774e-05,0.0018843937432393432,5.147253614268266e-05,0.005697823595255613
TEST_0014,0,0.9877867698669434,0.0008032979094423354,0.000412527471780777,0.0054532201029360294,0.000435242080129683,0.0051089441403746605
TEST_0015,3,0.012233790941536427,0.0024073736276477575,0.01572035253047943,0.9686377048492432,0.0006774255307391286,0.000323345186188817
TEST_0016,5,0.1213504895567894,0.0020031759049743414,0.0006153940921649337,0.048675909638404846,0.00015859298582654446,0.8271964192390442
TEST_0017,1,0.04565592482686043,0.718655526638031,0.011873879469931126,0.22007253766059875,0.0005129559431225061,0.0032291889656335115
TEST_0018,2,0.00019885557412635535,0.010679712519049644,0.9710133075714111,0.001783936284482479,0.015527437441051006,0.0007967361016198993
TEST_0019,2,0.0021348067093640566,0.21857231855392456,0.5876603722572327,0.18961530923843384,0.0013350594090297818,0.0006821232382208109
TEST_0020,2,0.000144360659760423,0.04098290577530861,0.9555041193962097,0.0011184680042788386,0.0018494065152481198,0.00040071827243082225
TEST_0021,3,0.0018123455811291933,0.10981956869363785,0.1295580267906189,0.758019745349884,0.000292183889541775,0.0004981494857929647
TEST_0022,1,0.0019530103309080005,0.9511048197746277,0.03535433113574982,0.00428080465644598,0.0016088270349428058,0.0056982021778821945
TEST_0023,3,0.01086643896996975,0.009165185503661633,0.006916226353496313,0.6120778322219849,0.00024016984389163554,0.36073413491249084
TEST_0024,5,0.0017918646335601807,0.009367730468511581,0.0002932854404207319,0.00037607847480103374,0.0004940412472933531,0.9876769781112671
TEST_0025,1,0.0002711552369873971,0.6867053508758545,0.3020246922969818,0.0010495702736079693,0.006401311606168747,0.0035479036159813404
TEST_0026,2,0.003103964263573289,0.11699490994215012,0.6732975840568542,0.06782776117324829,0.015538758598268032,0.1232370063662529
TEST_0027,5,0.001166821806691587,0.0002715745067689568,0.0012713399482890964,0.006262272596359253,0.001896799192763865,0.9891312122344971
TEST_0028,0,0.9578071236610413,0.011752924881875515,0.0002618291473481804,0.003517452860251069,0.00010912099969573319,0.02655155025422573
TEST_0029,1,0.0005171194788999856,0.8044722080230713,0.18199807405471802,0.012248903512954712,0.0004987555439583957,0.00026493423501960933
TEST_0030,2,0.015394708141684532,0.007482451852411032,0.5504260063171387,0.4073486924171448,0.015296651981770992,0.004051453899592161
TEST_0031,2,0.0002848636358976364,0.10561435669660568,0.8890508413314819,0.0041007306426763535,0.0007961220690049231,0.00015305551642086357
TEST_0032,4,0.000719107745680958,0.00029464848921634257,0.0016673501813784242,0.0003154239966534078,0.996799886226654,0.00020360313646961004
TEST_0033,1,0.00030292305746115744,0.989477813243866,0.0040589747950434685,0.0027201471384614706,0.00010236958769382909,0.0033377553336322308
TEST_0034,3,0.005844659637659788,0.008282873779535294,0.003840329824015498,0.9723129272460938,7.242735591717064e-05,0.009646774269640446
TEST_0035,3,0.05475904420018196,0.0019259582040831447,0.004379370715469122,0.9364454746246338,0.0002007350994972512,0.0022893925197422504
TEST_0036,3,0.003435316728428006,0.00045073620276525617,0.0009476903360337019,0.9943098425865173,4.053888551425189e-05,0.0008158809505403042
TEST_0037,2,0.0004047377151437104,0.03605819121003151,0.9451298713684082,0.006300275679677725,0.0119100920855999,0.00019683393475133926
TEST_0038,0,0.9920075535774231,0.0002785885299090296,0.00013265541929285973,0.006939399056136608,4.987941065337509e-05,0.0005918951937928796
TEST_0039,2,0.0017497953958809376,0.08827373385429382,0.8672458529472351,0.01595873385667801,0.024919578805565834,0.00185229885391891
TEST_0040,0,0.9950742721557617,0.0001406903611496091,5.5740561947459355e-05,0.003312027547508478,4.5737157051917166e-05,0.001371527905575931
TEST_0041,0,0.9940455555915833,0.0004235257219988853,0.00028995200409553945,0.0032911719754338264,0.0009777669329196215,0.0009720172383822501
TEST_0042,1,0.00017928401939570904,0.9776285290718079,0.01938043162226677,0.000451584899565205,0.0003510728129185736,0.0020090912003070116
TEST_0043,4,0.00013431823754217476,0.000402791949454695,0.008877992630004883,0.00022046225785743445,0.989835798740387,0.00052862853044644
TEST_0044,4,0.000245692819589749,0.0003584262158256024,0.0025907084345817566,0.0001962553069461137,0.9964718818664551,0.00013705453602597117
TEST_0045,5,0.03553009778261185,0.011667244136333466,0.0008532523061148822,0.002450719941407442,0.002753716427832842,0.946744978427887
TEST_0046,5,0.00021585720242001116,0.0011096346424892545,0.00039235290023498237,0.0002788820711430162,0.00031162388040684164,0.9976916313171387
TEST_0047,0,0.9952053427696228,9.569231770001352e-05,7.95651794760488e-05,0.004288800992071629,6.535662396345288e-05,0.00026525213615968823
TEST_0048,4,0.00041631123167462647,0.001996551174670458,0.012369378469884396,0.0005539258127100766,0.9841161966323853,0.0005476088263094425
TEST_0049,0,0.9972510933876038,0.0002450066094752401,7.203095447039232e-05,0.0013900096528232098,7.72650892031379e-05,0.0009646187536418438
TEST_0050,1,0.1285751461982727,0.49041101336479187,0.015037093311548233,0.27396491169929504,0.0008694346179254353,0.0911424309015274
TEST_0051,3,0.006917014718055725,0.05211520567536354,0.1152428463101387,0.8133647441864014,0.0005990088102407753,0.011761192232370377
TEST_0052,0,0.8565730452537537,0.005043604411184788,0.005116599611938,0.1288604736328125,0.0034670785535126925,0.0009392172214575112
TEST_0053,2,0.0013045805972069502,0.011884761042892933,0.9605568647384644,0.014057748019695282,0.011925307102501392,0.0002707138191908598
TEST_0054,3,0.10178092867136002,0.2463773638010025,0.04107461869716644,0.6015542149543762,0.002077335026115179,0.007135534193366766
TEST_0055,2,0.0003938252048101276,0.17291299998760223,0.8046537041664124,0.021224336698651314,0.000552268058527261,0.00026288829394616187
TEST_0056,4,0.0008923655259422958,0.0005392655148170888,0.006796947214752436,0.0012056139530614018,0.9903556108474731,0.0002101761056110263
TEST_0057,1,0.002687654225155711,0.5894166827201843,0.0323164276778698,0.0018777556251734495,0.0647825226187706,0.3089189827442169
TEST_0058,2,0.0005844111437909305,0.3221359848976135,0.6637933850288391,0.01188577525317669,0.0009492807439528406,0.0006511558894999325
TEST_0059,4,0.00030756762134842575,0.001239356817677617,0.005396521650254726,0.0002713188878260553,0.9924086332321167,0.0003766141308005899
TEST_0060,0,0.7414020299911499,0.003580797463655472,0.000850303506013006,0.09009495377540588,0.00017246423522010446,0.16389943659305573
TEST_0061,4,0.00019340674043633044,0.0016595618799328804,0.045602235943078995,0.0006147869280539453,0.9512295722961426,0.0007004585349932313
TEST_0062,3,0.006891912780702114,0.0003140915941912681,0.0008706763037480414,0.9906356334686279,5.7627708883956075e-05,0.0012300312519073486
TEST_0063,0,0.9969048500061035,4.790916500496678e-05,6.596565071959049e-05,0.00194158882368356,0.00021675588504876941,0.0008229312370531261
TEST_0064,4,0.0009455059189349413,0.0007612067856825888,0.0022977376356720924,0.0002489121980033815,0.9807592630386353,0.014987354166805744
TEST_0065,5,0.0009916475974023342,0.005168476141989231,0.011331401765346527,0.0006807277095504105,0.4749900996685028,0.5068376660346985
TEST_0066,3,0.0007906381506472826,0.000487719924421981,0.004568171687424183,0.9936082363128662,8.191781671484932e-05,0.0004633023345377296
TEST_0067,2,0.007668239064514637,0.16004182398319244,0.4681050777435303,0.3583909273147583,0.005000488366931677,0.0007934448658488691
TEST_0068,2,0.0031447592191398144,0.034976135939359665,0.6938329339027405,0.25324881076812744,0.014186828397214413,0.00061050831573084
TEST_0069,3,0.012966996058821678,0.18983159959316254,0.05154985189437866,0.7408649921417236,0.0007188115268945694,0.004067768342792988
TEST_0070,4,0.0007460067863576114,0.0008443514816462994,0.0017102397978305817,0.00018362996343057603,0.9953272342681885,0.0011885283747687936
TEST_0071,0,0.8315086364746094,0.002661323407664895,0.002683282596990466,0.006535218562930822,0.14467550814151764,0.011936036869883537
TEST_0072,3,0.0030214395374059677,0.0005563743179664016,0.007648654747754335,0.9880157709121704,0.0002352487645111978,0.0005225372733548284
