id,label,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
TEST_0000,5,7.514885380643932e-10,3.0698338315815477e-10,2.1059652773828402e-13,9.609169362989611e-12,1.328578247417056e-09,1.0
TEST_0001,1,0.30042386054992676,0.6904778480529785,8.723974929125689e-07,1.912085212385506e-10,1.2301650258450536e-06,0.009096202440559864
TEST_0002,2,8.448482802236867e-09,1.1096843582913962e-10,0.9999399185180664,5.891908222110942e-05,1.1253404181843507e-06,1.1208162219514262e-12
TEST_0003,3,2.985869684835052e-08,2.753862915483296e-09,7.746400115138385e-06,0.9999915957450867,1.7487457038001253e-09,6.455158541029959e-07
TEST_0004,0,0.994392454624176,1.0717514653535432e-09,1.189907872754803e-12,9.20190590392167e-10,0.005529615096747875,7.791320240357891e-05
TEST_0005,4,1.9181699784098782e-08,1.6545270362100517e-11,8.225551316465296e-13,3.292607722929497e-12,0.9999998211860657,1.609845838856927e-07
TEST_0006,2,4.677164211486229e-11,2.4286890720759402e-08,0.9999915957450867,8.399217222176958e-06,1.1852895054342838e-10,6.02872027473389e-13
TEST_0007,3,1.141329721576767e-05,0.04771852865815163,0.26352423429489136,0.6887456774711609,1.6935238988935453e-08,1.060782750528233e-07
TEST_0008,5,0.0009712011087685823,1.9937342585762963e-06,1.0244611409193638e-10,5.9632664488162845e-05,0.38906240463256836,0.6099047660827637
TEST_0009,1,3.287637662108267e-10,0.9999997615814209,2.4115664132295933e-07,3.3697203014049215e-12,3.435947359964331e-10,3.836690520842012e-09
TEST_0010,1,1.005678071201721e-12,1.0,1.0631928670790103e-09,1.1267852970120451e-11,2.433032074422581e-13,3.0490023700258106e-11
TEST_0011,2,6.638548738502337e-11,3.934678005634851e-08,0.940649688243866,7.452089789694583e-08,0.05935022234916687,3.838844797598995e-09
TEST_0012,1,1.2615188005327127e-08,0.9912746548652649,0.005610626190900803,3.2613936582492897e-06,0.0030958866700530052,1.5561672626063228e-05
TEST_0013,0,0.9999998211860657,1.8588416396403407e-12,2.6923397508687085e-15,2.7826680304605944e-13,6.42091035289033e-13,1.5487167104311084e-07
TEST_0014,0,0.9999999403953552,2.072227722749176e-09,6.051700373460589e-12,1.7347556280356002e-08,3.2454785386937246e-12,1.4987174168368256e-08
TEST_0015,3,3.257125626987545e-07,3.0451728889602236e-05,0.35921621322631836,0.6407380700111389,1.497641369496705e-05,3.5932626318846417e-10
TEST_0016,5,0.00010305140312993899,4.702549460944283e-11,5.369614258440847e-14,1.7191700285579259e-09,1.3235782261866724e-11,0.9998969435691833
TEST_0017,3,1.567646989997229e-08,3.055090402881433e-08,4.880327045264643e-12,0.9999999403953552,6.126201027587333e-14,1.4655852920153478e-11
TEST_0018,2,5.1368584136780165e-14,1.4382124831346932e-11,1.0,5.758970522684592e-10,2.2957053147365514e-08,9.990359234324231e-12
TEST_0019,3,3.331746540879976e-07,0.3355010449886322,0.01898050121963024,0.6455180048942566,9.537747303056676e-08,3.385686042634006e-08
TEST_0020,2,1.176434743079078e-14,3.8790259199172894e-11,1.0,6.256362095058421e-10,1.940269056532884e-10,3.022191871759894e-13
TEST_0021,3,5.035419303744959e-10,1.8188595074519753e-09,8.366922088498541e-07,0.9999991655349731,3.673786969082826e-11,3.0791910687888446e-10
TEST_0022,1,6.271780875977129e-05,0.9999198913574219,8.240338189580143e-09,1.6954061488050343e-09,4.5473154131059346e-09,1.7389476852258667e-05
TEST_0023,5,1.4885353394333833e-08,1.869866705916934e-09,8.483395930181103e-11,0.0017040984239429235,4.154829258418147e-11,0.9982959032058716
TEST_0024,1,1.0746985026344191e-06,0.9840300679206848,4.006162762637544e-11,3.417112426351565e-10,1.4552263907785523e-11,0.01596883498132229
TEST_0025,1,2.1749236092660773e-11,0.9999992251396179,4.200431114043113e-09,1.7518409954012798e-13,1.1129726480707536e-11,7.911733632681717e-07
TEST_0026,2,2.005256204140604e-12,1.4012778137839632e-06,0.9999985694885254,1.8459619943733685e-10,3.348581481543711e-11,3.5831758567195227e-12
TEST_0027,5,0.0003476548590697348,2.4206659077208315e-07,7.195442594820634e-05,0.43647709488868713,9.711892516861553e-07,0.5631020665168762
TEST_0028,5,0.22710102796554565,0.36396074295043945,1.6770498323381844e-09,5.791914059471992e-09,2.35625519096061e-09,0.4089381992816925
TEST_0029,2,2.5118308888199496e-15,3.20981086154859e-09,1.0,6.287218745626433e-09,5.1380729532146674e-11,4.2189938608688804e-14
TEST_0030,3,2.3942032800761126e-09,3.1252774673751205e-11,2.918119207606651e-05,0.9999707937240601,1.2795631221251824e-10,2.7958475378592196e-12
TEST_0031,2,2.755953668401312e-12,7.1793055944624484e-09,1.0,1.3504832807598177e-09,1.1774513308804302e-10,4.2249125882911145e-14
TEST_0032,4,2.3358617262658754e-09,3.788478905586423e-11,6.969421567637468e-12,1.3877066813369754e-12,1.0,1.4165885131589562e-09
TEST_0033,1,9.902976216835668e-08,0.9905731678009033,0.00940953753888607,1.718874591460917e-05,5.2068562794715945e-09,2.17192597240512e-09
TEST_0034,3,5.595840457672807e-10,6.262109764065826e-08,3.2641572778047134e-10,0.9999999403953552,3.4513919364631204e-14,1.509502245422567e-11
TEST_0035,3,5.150986339685915e-07,1.1200925742471668e-09,2.8140309527024954e-11,0.999999463558197,7.213037811351977e-14,3.572547119246039e-11
TEST_0036,3,1.0816361850629619e-07,1.5718099177775002e-07,5.276682424337764e-10,0.9999997615814209,5.578891840683775e-13,7.012496139324753e-11
TEST_0037,4,1.6091014742869447e-08,2.1044034070882844e-08,2.755574826096563e-07,5.512207135183189e-09,0.9999997019767761,2.57257288388546e-11
TEST_0038,0,0.9908953905105591,0.009057486429810524,5.485940590688188e-10,1.6881553932535098e-08,1.2560287532270564e-10,4.7107769205467775e-05
TEST_0039,2,1.4542536064254818e-08,2.1778159009500087e-07,0.9999970197677612,8.508629321113403e-07,1.8754808479570784e-06,1.409004857233498e-10
TEST_0040,0,1.0,1.3313426966768405e-12,8.479758008037128e-17,2.0084680446563752e-11,5.029673509279742e-14,1.895493527762082e-12
TEST_0041,3,2.385639163549058e-06,1.7248866180860634e-12,7.115319444750412e-10,0.999997615814209,1.9784658286670087e-11,2.6642786934982787e-11
TEST_0042,1,4.930915701792382e-13,0.9999970197677612,2.9595250907732407e-06,4.585934930412261e-12,7.836299968297378e-13,8.03694263917798e-12
TEST_0043,2,4.393939434521599e-09,2.590129888346837e-08,0.8331127762794495,6.388536366586095e-10,0.16688717901706696,5.800591673654765e-10
