id,0,1,2,3,4,5
TEST_0000,-1.7432280778884888,-2.2283935546875,-3.8416225910186768,-2.9704816341400146,0.9916512370109558,7.230813503265381
TEST_0001,0.4469642639160156,1.703190803527832,-1.5238122940063477,-2.13838529586792,1.4332534074783325,-0.5534243583679199
TEST_0002,-2.655942440032959,-0.7540256381034851,5.829155445098877,-1.423805832862854,3.4414961338043213,-3.635780096054077
TEST_0003,5.451949596405029,-0.05372598022222519,-4.430170059204102,-2.2125277519226074,-2.34968638420105,2.3491647243499756
TEST_0004,6.725078582763672,-2.2548646926879883,-3.0109949111938477,-2.936934471130371,2.65653133392334,-2.5123612880706787
TEST_0005,-1.9537255764007568,-1.9174494743347168,-0.924802839756012,-3.720367193222046,6.926793098449707,-0.169495090842247
TEST_0006,-1.4930731058120728,2.3354389667510986,6.78181266784668,0.5203377604484558,-1.8192830085754395,-4.281485080718994
TEST_0007,-2.6092755794525146,3.497230052947998,2.5387563705444336,3.0626327991485596,-3.7316627502441406,-0.9780189990997314
TEST_0008,-0.866222083568573,-0.6749932765960693,-0.5339728593826294,-3.3085904121398926,6.316511631011963,-2.1611742973327637
TEST_0009,-1.4369076490402222,6.9332122802734375,1.582052230834961,-2.1771488189697266,-2.4805569648742676,-1.752497911453247
TEST_0010,-1.3646639585494995,7.165891170501709,0.03865138441324234,0.05173560604453087,-3.386977195739746,-1.4527621269226074
TEST_0011,-2.437059164047241,-0.5099785923957825,5.7040324211120605,-0.5371589660644531,2.6011359691619873,-3.875612497329712
TEST_0012,-1.893852710723877,6.385930061340332,1.841525673866272,-0.7997262477874756,-2.407097816467285,-2.3075218200683594
TEST_0013,8.62812614440918,-0.7411699891090393,-3.7264299392700195,-0.7218165993690491,-2.845357894897461,-1.0020248889923096
TEST_0014,5.62495231628418,0.4450964033603668,-2.1712868213653564,-2.469666004180908,0.028800150379538536,-2.0286829471588135
TEST_0015,0.025550946593284607,-2.0317270755767822,1.2597811222076416,7.3345818519592285,-1.987130045890808,-2.941505193710327
TEST_0016,-1.5642931461334229,-2.0167312622070312,-2.8955702781677246,1.3461036682128906,-2.58095383644104,6.685292720794678
TEST_0017,1.4370672702789307,5.305187225341797,-1.6599878072738647,3.2580058574676514,-4.490886688232422,-2.1188101768493652
TEST_0018,-3.217078447341919,0.7762730121612549,7.636569976806641,-0.38580918312072754,-0.8774527311325073,-2.1763808727264404
TEST_0019,-1.6928969621658325,-0.43736040592193604,3.6159756183624268,6.418304920196533,-2.2009193897247314,-3.596435308456421
TEST_0020,-2.8568501472473145,1.6758365631103516,7.704257488250732,-1.288377285003662,-1.227131962776184,-2.334261655807495
TEST_0021,-1.822676181793213,2.584721326828003,2.037461280822754,6.420188903808594,-3.9857990741729736,-2.863137722015381
TEST_0022,-2.1260640621185303,6.236179828643799,3.0560801029205322,-1.8663129806518555,-2.4368836879730225,-1.844577670097351
TEST_0023,-1.8469175100326538,-2.0743930339813232,0.5671970248222351,7.159770965576172,-2.986731767654419,0.5125925540924072
TEST_0024,-3.484691619873047,0.220047727227211,-2.592914342880249,-3.1745810508728027,0.10872523486614227,6.902312755584717
TEST_0025,-2.1046550273895264,6.810377597808838,0.23778848350048065,-2.2558252811431885,-2.5229947566986084,0.16898119449615479
TEST_0026,-3.5835459232330322,-0.14479893445968628,6.781530380249023,-0.28721484541893005,-0.21821701526641846,-1.095870852470398
TEST_0027,-2.6346240043640137,-2.225151777267456,-2.571441650390625,-0.5986597537994385,-0.8868615031242371,7.335848808288574
TEST_0028,6.514396667480469,2.2704529762268066,-3.9135591983795166,-0.6270707249641418,-3.983234167098999,-0.27149713039398193
TEST_0029,-2.4115214347839355,0.6921813488006592,5.33177375793457,4.284031391143799,-1.8670918941497803,-3.7905285358428955
TEST_0030,-1.1262120008468628,-2.675158977508545,3.468175172805786,3.4676125049591064,0.847568690776825,-2.7004752159118652
TEST_0031,-2.049191951751709,4.027160167694092,6.8261494636535645,-1.6887024641036987,-1.7520840167999268,-3.7296948432922363
TEST_0032,-0.8192132711410522,-2.1457886695861816,-0.18914945423603058,-2.9317915439605713,7.1500701904296875,-2.2324740886688232
TEST_0033,-1.537895917892456,6.9648613929748535,-0.6166147589683533,0.7751718163490295,-3.924232244491577,-0.503373384475708
TEST_0034,-0.43555957078933716,-1.3947255611419678,-0.5150107145309448,7.183385848999023,-3.774693727493286,0.259122371673584
TEST_0035,4.059810161590576,-1.8544319868087769,-1.3365137577056885,6.08345365524292,-3.056626081466675,-2.6139256954193115
TEST_0036,1.6060295104980469,-0.16747774183750153,-0.9552116990089417,7.29784631729126,-4.122903823852539,-1.7497859001159668
TEST_0037,-2.654717206954956,0.8821612000465393,5.4235429763793945,-0.7665467858314514,1.9418810606002808,-3.9290213584899902
TEST_0038,8.71899700164795,-0.8420841097831726,-3.820716619491577,-1.255850076675415,-2.408567190170288,-0.9811968207359314
TEST_0039,-1.0804531574249268,-1.8704843521118164,1.0796235799789429,-1.05827796459198,5.674498558044434,-3.1572763919830322
TEST_0040,8.626397132873535,-0.5485050678253174,-3.9776809215545654,-0.2817665636539459,-3.007699728012085,-1.0339585542678833
TEST_0041,8.129145622253418,-1.2526248693466187,-3.229975938796997,-1.4887551069259644,-1.053919792175293,-1.72237229347229
TEST_0042,-1.3605504035949707,7.319857597351074,-0.13171958923339844,-0.7894172072410583,-3.340935707092285,-0.8574957847595215
TEST_0043,-2.5844831466674805,-3.009237766265869,0.40453287959098816,-2.949057102203369,7.233050346374512,-0.4125657081604004
TEST_0044,-1.3721169233322144,-1.8571735620498657,-0.15302108228206635,-3.351322650909424,7.350339889526367,-1.8743940591812134
TEST_0045,-0.8711434602737427,-2.4824178218841553,-3.6841142177581787,-3.1162173748016357,2.1716110706329346,5.356419563293457
TEST_0046,-1.5026605129241943,-1.3927334547042847,-3.9278900623321533,-2.1725409030914307,-0.9823102355003357,7.817038059234619
TEST_0047,8.886100769042969,-0.9541704654693604,-3.532869338989258,-0.7479938268661499,-2.1730878353118896,-1.8212759494781494
TEST_0048,-2.9176619052886963,-1.5895634889602661,2.3855793476104736,-3.0708682537078857,6.549496650695801,-1.9709151983261108
TEST_0049,8.61192798614502,-1.7714929580688477,-3.807286262512207,-1.5881321430206299,-1.3286463022232056,-0.9858117699623108
TEST_0050,0.6066703200340271,3.586240291595459,-1.885336995124817,3.342822790145874,-4.515167713165283,-0.25389787554740906
TEST_0051,-0.815333366394043,1.98422110080719,2.6908111572265625,5.57244348526001,-3.8295979499816895,-3.5142953395843506
